OBJECTID,Facility ID,Name,Address,City,County,State,Zip Code,Latitude,Longitude,Coordinate Source,Address Match Type,Open USTs,Closed USTs,Temporarily Out of Service USTs,Estimated Population within 1500ft,Estimated Private Domestic Wells within 1500ft,Within 100-year Floodplain,Land Use,Within Source Water Protection Area (SPA),SPA Public Water System and Facility ID,SPA Water Type,SPA Facility Type,SPA HUC12,Within Groundwater Wellhead Protection Area (WHPA),WHPA Public Water System and Facility ID,WHPA Water Type,WHPA Facility Type,WHPA HUC12,Facility Status,Date_of_Last_Inspection,EPA Region,Tribe,QA,x,y
16393,AK3273,Three Trees Bldg,6205 Glacier HWY,Juneau,,Alaska,99801,58.35941094,-134.5075334,Geocode,StreetAddress,0,1,0,994,33,,,No,,,,,No,,,,,Closed UST(s),,10,,,-14973310.1259,8043200.5756
16394,AK825,Thrifty Rent A Car,3730 Spenard Rd,Anchorage,,Alaska,99517,61.186734,-149.914764,Geocode,PointAddress,0,2,0,1469,31,,,No,,,,,Yes,AK2210566_33444,GW,WL,190204010508,Closed UST(s),,10,,,-16688435.1909,8668826.7231
16395,AK2873,Thurmond's FarWest Auto,34080 Sterling Hwy,Anchor Point,,Alaska,99556,59.778396,-151.832232,Geocode,PointAddress,1,3,0,56,23,,,Yes,AK2249137_48699,GU,WL,190203010705,Yes,AK2247490_45994,GW,WL,190203010706,Open UST(s),,10,,,-16901886.7522,8350564.6033
16396,AK2445,Tiedown #424,Space 424 Lake Hood,Anchorage,,Alaska,99519,61.18393,-149.98643,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16696413.0135,8668179.1005
16397,AK2731,Tiekel River Lodge,HC1 Box 110 Mile 56 Richardson Hwy,Valdez,,Alaska,99686,61.10070877,-145.8538242,Geocode,StreetName,1,0,0,,,,,,,,,,,,,,,Open UST(s),,10,,,-16236373.4402,8648984.1827
16398,AK1715,Tim Baxter,Anchorage International Airport Lake Hood,Anchorage,,Alaska,99501,61.17417,-149.99611,Geocode,POI,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16697490.5862,8665925.3426
16399,AK910,Tip Top Chevrolet Inc.,1916 Cushman ST,Fairbanks,,Alaska,99701,64.829853,-147.716334,Geocode,PointAddress,0,2,0,913,0,,,No,,,,,Yes,AK2315382_48908,GW,WL,190405071306,Closed UST(s),,10,,,-16443707.0827,9563696.0881
16400,AK1191,TJ Seggy's,50470 Sterling Hwy,Soldotna,,Alaska,99669,60.404067,-151.1660925,Geocode,PointAddress,2,0,0,68,29,,,No,,,,,Yes,AK2242678_33467,GW,WL,190203021804,Open UST(s),,10,,,-16827732.4423,8490253.6626
16401,AK2340,TK Edmonds Properties,1880 Glenn Hwy,Palmer,,Alaska,99645,61.58547,-149.131071,Geocode,PointAddress,0,3,0,117,28,,,No,,,,,Yes,AK2227424_35483,GW,WL,190204020709,Closed UST(s),,10,,,-16601194.8852,8761512.741
16402,AK369,Tlingit Haida Regional Electric,12480 Mendenhall Lp RD,Auke Bay,,Alaska,99821,58.386906,-134.644581,Geocode,PointAddress,0,1,0,156,19,,,No,,,,,No,,,,,Closed UST(s),,10,,,-14988566.195,8049037.3884
16403,AK3103,Big M Corporation,1300 E68th AVE Unit 12,Anchorage,,Alaska,99518,61.21450645,-149.9069445,Geocode,StreetAddress,0,1,0,1250,2,,,No,,,,,Yes,AK2211114_35109,GW,WL,190204010503,Closed UST(s),,10,,,-16687564.7281,8675244.2686
16404,AK3040,Acura Of Anchorage,1733 E Dowling RD,Anchorage,,Alaska,99501,61.166736,-149.8491225,Geocode,PointAddress,0,1,0,1333,12,,,No,,,,,Yes,AK2216449_34606,GW,WL,190204010504,Closed UST(s),,10,,,-16681128.0125,8664209.1675
16415,AK497,ADF&G - Fort Yukon,281 Burke Rd,Fort Yukon,,Alaska,99740,66.56421644,-145.2633895,Geocode,StreetName,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16170646.55,10033001.8113
16416,AK189,Big Mike's Service Center,7211 Jewel Lake Rd,Anchorage,,Alaska,99502,61.155198,-149.9516325,Geocode,PointAddress,2,5,0,1326,47,,,No,,,,,No,,,,,Open UST(s),,10,,,-16692539.3735,8661546.3649
16418,AK1917,ADF&G - George Lake Lodge Site,Mile 1385 Alaska Hwy,Delta Junction,,Alaska,99737,63.69076991,-144.5652359,Geocode,StreetName,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16092928.4468,9271669.5362
16420,AK467,ADF&G - Glennallen,Mile 186.5 Glenn Hwy,Glennallen,,Alaska,99588,62.09535554,-146.2508628,Geocode,StreetName,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16280571.575,8881788.6501
16422,AK2149,ADF&G - Kodiak Airport Hanger,211 Mission Rd,Kodiak,,Alaska,99615,57.788919,-152.4028005,Geocode,PointAddress,0,1,0,835,1,,,Yes,AK2250493_50092,SW,IN,190207011506,No,,,,,Closed UST(s),,10,,,-16965402.1471,7923106.1096
16424,AK3540,ADF&G - Mile 185 old ADOT Maintenance Station,Mile 185 Glenn Hwy,Glennallen,,Alaska,99588,62.09535554,-146.2508628,Geocode,StreetName,0,2,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16280571.575,8881788.6501
16426,AK802,ADF&G - Palmer,"Palmer Industrial Park, Ste 4 1800 Glenn Hwy",Palmer,,Alaska,99645,61.586973,-149.12973,Geocode,PointAddress,0,2,0,137,32,,,No,,,,,Yes,AK2227424_35483,GW,WL,190204020709,Closed UST(s),,10,,,-16601045.6057,8761864.3607
16427,AK604,Big Mountain RRL (radio Relay Repeater Link),Big Mountain RRL,Iliamna,,Alaska,99606,60.5000412,-153.225795,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-17057017.4758,8511918.0061
16430,AK495,ADF&G - Tok,Mile Post 1314,Tok,,Alaska,99780,63.3358649,-142.9847977,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-15916994.8711,9183083.6136
16431,AK2320,Big Su Lodge,Mile 104 Parks,Willow,,Alaska,99688,61.73824,-150.04442,Geocode,Postal,0,3,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16702868.4308,8797340.0836
16434,AK2417,ADFG - Coldfoot Office,Coldfoot,Fairbanks,,Alaska,99701,64.8372348,-147.7199405,Geocode,Postal,0,2,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16444108.5565,9565628.4554
16435,AK1028,"Big Three Lincoln Alaska, Inc.",6415 Arctic Blvd,Anchorage,,Alaska,99518,61.161642,-149.8918815,Geocode,PointAddress,0,2,0,144,1,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16685887.9226,8663033.4263
16438,AK1810,ADFG - Fairbanks,1300 College RD,Fairbanks,,Alaska,99709,64.862658,-147.739131,Geocode,PointAddress,0,2,0,177,2,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16446244.8332,9572287.6603
16439,AK1542,"Big Three Lincoln Alaska, Inc.",2200 Van Horn RD,Fairbanks,,Alaska,99701,64.81309448,-147.7711472,Geocode,StreetAddress,0,1,0,74,9,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16449808.8602,9559311.1
16440,AK164,"Big Three Lincoln Alaska, Inc.",430 W Commercial AVE,Palmer,,Alaska,99645,61.58852703,-149.1121962,Geocode,StreetAddress,0,1,0,343,34,,,No,,,,,Yes,AK2227482_34242,GW,WL,190204020709,Closed UST(s),,10,,,-16599093.7521,8762227.9365
16441,AK767,"Big Three Lincoln Alaska, Inc.","Rt 1, Box 169 3740 Commerce AVE",Kenai,,Alaska,99611,60.63904888,-151.3426365,Geocode,StreetName,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16847385.2305,8543410.3511
16442,AK868,"Big Wheel Tire ,inc.",Mile 1 1/2 Richardson HWY,Valdez,,Alaska,99686,61.10070877,-145.8538242,Geocode,StreetName,0,3,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16236373.4402,8648984.1827
16443,AK1235,Bigfoot Auto Service Inc.,1.25 Mile Haines Hwy 987 Haines Hwy,Haines,,Alaska,99827,59.235219,-135.466713,Geocode,PointAddress,1,4,0,40,4,,,Yes,AK2111566_49886,GU,SP,190103031303,Yes,AK2111566_49837,GW,WL,190103031303,Open UST(s),,10,,,-15080085.5106,8231401.357
16444,AK1673,Bill M. Holliday,Lake Spenard Space 210,Kenai,,Alaska,99611,60.5570715,-151.2512351,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16837210.4732,8524821.9057
16445,AK1154,Billikin Transfer Inc.,2.5 Mile Mitkof HWY,Petersburg,,Alaska,99833,56.80107604,-132.9818415,Geocode,StreetAddressExt,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-14803470.8805,7719568.5596
16446,AK1419,Birchwood Air Service,Birchwood Airport,Chugiak,,Alaska,99567,61.42121,-149.49853,Geocode,POI,0,2,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16642100.2339,8723187.2333
16447,AK2460,Birchwood United Methodist Camp,"Sec 12, T15n, R2w, Sm",Chugiak,,Alaska,99567,61.4107386,-149.4263589,Geocode,Postal,0,2,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16634066.1838,8720750.8698
16448,AK549,Bird Point Repeater,Mile 96.3 Seward HWY,Girdwood,,Alaska,99587,60.93603181,-149.1596836,Geocode,StreetName,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16604380.0252,8611149.9225
16449,AK2463,Bj's Services Inc.,932 S Colony Way,Palmer,,Alaska,99645,61.597764,-149.1158925,Geocode,PointAddress,0,4,0,285,81,,,No,,,,,Yes,AK2227563_35300,GW,WL,190204020709,Closed UST(s),,10,,,-16599505.2223,8764389.3642
16450,AK2548,Black Bear Store,6624 Big Salt Rd,Klawock,,Alaska,99925,55.5593535,-133.0800773,Geocode,StreetName,3,3,0,,,,,,,,,,,,,,,Open UST(s),,10,,,-14814406.4398,7471190.8718
16451,AK3196,Black Gold Express,900 Whitney RD,Anchorage,,Alaska,99501,61.224615,-149.867064,Geocode,PointAddress,0,1,0,46,0,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16683125.2512,8677581.5169
16452,AK3605,BLM Anchorage Field Office (AFO),4700 BLM Rd,Anchorage,,Alaska,99507,61.15626,-149.794704,Geocode,PointAddress,2,0,0,0,0,,,No,,,,,Yes,AK2210906_34715,GW,WL,190204010502,Open UST(s),,10,,,-16675070.1728,8661791.4183
16453,AK3052,BLM Northern District Office,"222 University Ave (Tank Location) PO Box 35005, F",Fairbanks,,Alaska,99709,64.83812631,-147.8126966,Geocode,StreetAddress,1,1,0,106,2,,,No,,,,,No,,,,,Open UST(s),,10,,,-16454434.1183,9565861.8659
16454,AK37,Block 17 Lot 8 - Lot 818,"Int'l Airport, Float PLn Dr",Anchorage,,Alaska,99502,61.14232,-149.94975,Geocode,Postal,0,3,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16692329.8146,8658575.4593
16455,AK1265,"Block, Philip A.",Lake Hood Tied Down 76,Anchorage,,Alaska,99502,61.14232,-149.94975,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16692329.8146,8658575.4593
16456,AK76,Bob's TEXACO,1501 Cushman ST,Fairbanks,,Alaska,99701,64.833723,-147.716451,Geocode,PointAddress,0,7,0,1038,0,,,No,,,,,Yes,AK2310918_48295,GW,WL,190405060907,Closed UST(s),,10,,,-16443720.1071,9564709.0895
16457,AK138,Bonanza Express,400 Bering St,Nome,,Alaska,99762,64.50082375,-165.4082118,Geocode,StreetAddress,1,3,0,1171,0,,,No,,,,,No,,,,,Open UST(s),,10,,,-18413157.9106,9478097.9014
16458,AK3120,Boney Building,303 K ST,Anchorage,,Alaska,99501,61.219044,-149.9006205,Geocode,PointAddress,0,1,0,399,0,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16686860.7437,8676293.3253
16459,AK59,Boniface Chevron,2801 Boniface Parkway,Anchorage,,Alaska,99504,61.19478,-149.778072,Geocode,PointAddress,3,7,0,1874,38,,,No,,,,,Yes,AK2210451_33556,GW,WL,190204010503,Open UST(s),,10,,,-16673218.707,8670685.3782
16460,AK878,Boniface Shell,5500 DeBarr Rd,Anchorage,,Alaska,99504,61.209324,-149.7775635,Geocode,PointAddress,3,5,0,840,11,,,No,,,,,Yes,AK2210574_47261,GW,WL,190204010503,Open UST(s),,10,,,-16673162.1011,8674046.2995
16461,AK1630,Borden's Roadside,1315 Sawmill Creek Rd,Sitka,,Alaska,99835,57.04776,-135.306954,Geocode,PointAddress,0,3,0,332,0,,,No,,,,,No,,,,,Closed UST(s),,10,,,-15062301.2201,7769886.6738
16462,AK3204,Borealis Broadcasting,1060 Aspen ST,Fairbanks,,Alaska,99701,64.856079,-147.7746225,Geocode,PointAddress,0,2,0,473,2,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16450195.7289,9570563.7917
16463,AK1106,BPXA - Anchorage Building,900 E Benson Blvd PO Box 196612,Anchorage,,Alaska,99519,61.192089,-149.864643,Geocode,PointAddress,1,1,0,547,0,,,No,,,,,Yes,AK2211164_34556,GW,WL,190204010508,Open UST(s),,10,,,-16682855.7467,8670063.6946
16464,AK2202,Bradley Lake Hydroelectric Project,Bradley Lake,Homer,,Alaska,99603,59.70094881,-151.3720985,Geocode,StreetName,0,4,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16850664.9253,8333456.291
16465,AK197,Bradley's Sky Ranch,2571 Old Richardson HWY,North Pole,,Alaska,99705,64.75183704,-147.3560343,Geocode,StreetAddress,0,2,0,332,93,,,No,,,,,Yes,AK2312457_47335,GW,WL,190405060904,Closed UST(s),,10,,,-16403598.7036,9543305.8155
16466,AK992,Brady's Floor Covering Inc.,145 E Fifth AVE,Anchorage,,Alaska,99501,61.217667,-149.8816125,Geocode,PointAddress,0,1,0,1126,0,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16684744.7828,8675974.9545
16467,AK207,Bran Air,"Lott 122, Lake Hood",Anchorage,,Alaska,99519,61.18393,-149.98643,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16696413.0135,8668179.1005
16468,AK494,Brechan Enterprise Mill Bay Shop,3174 Mill Bay RD,Kodiak,,Alaska,99615,57.812373,-152.357724,Geocode,PointAddress,0,2,0,743,18,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16960384.2541,7928005.8101
16469,AK2705,Brice Incorporated,3684 University AVE South,Fairbanks,,Alaska,99708,64.815633,-147.83931,Geocode,PointAddress,0,1,0,1,1,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16457396.7084,9559975.1468
16470,AK1077,Bristol Bay Borough,Solid Waste Site,Naknek,,Alaska,99633,58.73204,-157.00638,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-17477870.2729,8122694.4716
16471,AK702,Bristol Bay Contractors Inc.,P.O. Box 312 mile 13 Alaska Peninsula HWY,King Salmon,,Alaska,99613,58.70214356,-156.7155775,Geocode,StreetName,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-17445498.2867,8116285.2935
16472,AK2917,Bristol Express,431 D St,Dillingham,,Alaska,99576,59.04057302,-158.4641625,Geocode,StreetAddressExt,2,0,0,,,,,,,,,,,,,,,Open UST(s),,10,,,-17640149.8785,8189161.4447
16473,AK2937,Brooks Fuel,6186 Old Airport Way,Fairbanks,,Alaska,99709,64.822527,-147.8566035,Geocode,PointAddress,0,4,0,10,4,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16459321.812,9561778.8515
16474,AK1734,"Brooks Range Aviation, Inc.",P.O. Box 20610,Bettles,,Alaska,99726,66.922245,-151.510545,Geocode,PostalLoc,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16866076.7192,10133941.6143
16475,AK3474,Brookside Manor Mobile,2205 Boniface Pkwy,Anchorage,,Alaska,99504,61.20045181,-149.7781943,Geocode,StreetAddress,0,1,0,1615,64,,,No,,,,,Yes,AK2212128_49308,GW,WL,190204010503,Closed UST(s),,10,,,-16673232.3214,8671995.872
16476,AK2957,Brother Francis Shelter,Lot 1a Block 34b E Addition,Anchorage,,Alaska,99501,61.2088249,-149.8625991,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16682628.2208,8673930.9385
16477,AK2688,Brown & Root Facility,4561 Old Airport Rd,Fairbanks,,Alaska,99701,64.834938,-147.822633,Geocode,PointAddress,0,2,0,172,16,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16455540.2333,9565027.1549
16478,AK311,"Brown & Root U.S.A., Inc.",6900 Arctic Blvd,Anchorage,,Alaska,99518,61.158285,-149.892462,Geocode,PointAddress,0,3,0,699,12,,,No,,,,,Yes,AK2217576_35049,GW,WL,190204010502,Closed UST(s),,10,,,-16685952.5436,8662258.7042
16479,AK2509,Brown Construction Company,36595 Ciechanski RD,Kenai,,Alaska,99611,60.51247238,-151.1454821,Geocode,StreetName,0,2,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16825438.1031,8514728.7973
16480,AK1567,Brown's Hill Quarry,1725 Badger RD,North Pole,,Alaska,99705,64.82925,-147.46788,Geocode,PointAddress,0,2,0,179,43,,,No,,,,,Yes,AK2314475_42967,GW,WL,190405060904,Closed UST(s),,10,,,-16416049.31,9563538.2614
16481,AK1454,Buckeye Transit,2001 Wasilla Fishook RD,Wasilla,,Alaska,99654,61.60245396,-149.4196656,Geocode,StreetAddress,0,2,0,226,73,,,No,,,,,Yes,AK2222666_46812,GW,WL,190204021303,Closed UST(s),,10,,,-16633321.0891,8765487.0497
16482,AK619,Bud Bird,Lake Spenard Tiedown #159,Anchorage,,Alaska,99503,61.195148,-149.8944601,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16686174.9711,8670770.3988
16483,AK3269,Budget Of Fairbanks,FIA Lot 3 Blk 13,Fairbanks,,Alaska,99701,64.8372348,-147.7199405,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16444108.5565,9565628.4554
16484,AK1508,Budget Rent A Car Of Alaska,4580 W 50th AVE,Anchorage,,Alaska,99502,61.175628,-149.9726925,Geocode,PointAddress,0,1,0,0,0,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16694883.762,8666261.9764
16485,AK2567,"Budionia, Inc.",601 Halverson RD,Fairbanks,,Alaska,99709,64.846008,-147.810294,Geocode,PointAddress,0,2,0,521,16,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16454166.6621,9567925.7452
16486,AK125,Buffalo Center Service,1600 Richardson Hwy,Delta Junction,,Alaska,99737,64.04285679,-145.7285916,Geocode,StreetAddress,5,4,0,110,36,,,No,,,,,Yes,AK2370120_43144,GW,WL,190405040707,Open UST(s),,10,,,-16222432.6109,9360655.5354
16487,AK1599,Buffalo Service Station,Mile 266 Richardson Hwy,Delta Junction,,Alaska,99737,64.039518,-145.73403,Geocode,DistanceMarker,0,7,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16223038.0109,9359806.435
16488,AK587,Building & Grounds Warehouse,Hazelet & Fidalgo,Valdez,,Alaska,99686,61.125606,-146.360052,Geocode,StreetInt,0,2,0,56,0,,,No,,,,,Yes,AK2298103_34611,GW,WL,190202011104,Closed UST(s),,10,,,-16292726.4611,8654721.4094
16489,AK1011,Bunker & Bunker,4 Mile RD Shop box 35 (4 Mile Rd),Willow,,Alaska,99688,61.73824,-150.04442,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16702868.4308,8797340.0836
16490,AK1018,Bunker & Bunker Bus Garage,"Mile 1, Petersville Rd trapper Creek Shop",Willow,,Alaska,99688,61.73824,-150.04442,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16702868.4308,8797340.0836
16491,AK498,Burkeshore Marina,P. O. Box 520226 burkeshore Dr,Big Lake,,Alaska,99652,61.54228713,-149.8472961,Geocode,StreetName,0,7,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16680924.6986,8751417.5893
16492,AK1441,Burks Cleaning & Snow Removal,1922 Peger RD,Fairbanks,,Alaska,99701,64.830663,-147.779514,Geocode,PointAddress,0,2,0,444,33,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16450740.2482,9563908.0996
16493,AK1045,Burt Bomhoff,"Lk.Hood Sp.#46,anch.Int'l Arpt.",Anchorage,,Alaska,99515,61.1326805,-149.8638551,Geocode,Postal,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16682768.038,8656352.4562
16494,AK1121,Burton Carver Bus Barn,2745 Rampart Dr,Anchorage,,Alaska,99501,61.220358,-149.827671,Geocode,PointAddress,0,2,0,22,0,,,No,,,,,Yes,AK2210574_47261,GW,WL,190204010503,Closed UST(s),,10,,,-16678740.0425,8676597.1432
16495,AK1070,Bus Barn - Transportation Market,"343 Old Richardson Hwy block 3 Lot 1, Moose",North Pole,,Alaska,99705,64.79913354,-147.534357,Geocode,StreetName,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16423449.4958,9555660.2007
16496,AK41,Bus Maintenance Facility - FBX,1980 S Cushman St,Fairbanks,,Alaska,99701,64.829385,-147.7171935,Geocode,PointAddress,0,6,0,967,0,,,No,,,,,Yes,AK2315382_48908,GW,WL,190405071306,Closed UST(s),,10,,,-16443802.7618,9563573.5955
16497,AK659,"Bush Pilots Air Services, Inc.",Lake Hood Space 87 & 88,Anchorage,,Alaska,99519,61.18393,-149.98643,Geocode,Postal,0,3,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16696413.0135,8668179.1005
16498,AK2354,Butte Quick Stop,16500 E Marilyn Dr,Palmer,,Alaska,99645,61.548255,-149.034294,Geocode,PointAddress,0,0,2,59,20,,,No,,,,,Yes,AK2227663_33308,GW,WL,190204021209,Open UST(s),,10,,,-16590421.7188,8752811.9023
16499,AK917,C & L TESORO,Unknown,Dillingham,,Alaska,99576,59.0409551,-158.4589301,Geocode,Postal,0,2,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-17639567.4104,8189244.1248
16500,AK804,C. David & Clara M. Evanson,3816 N Pt. Circle,Anchorage,,Alaska,99515,61.13313,-149.950341,Geocode,PointAddress,0,1,0,635,15,,,No,,,,,Yes,AK2211279_34467,GW,WL,190204010504,Closed UST(s),,10,,,-16692395.6044,8656456.102
16501,AK1294,C. J. Little Lake Hood Tiedown 512,Slot 512 Lake Hood,Anchorage,,Alaska,99502,61.18868364,-149.9752269,Geocode,StreetName,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16695165.8901,8669277.0534
16502,AK1432,"C. R. Lewis Co., Inc.",1500 Post RD,Anchorage,,Alaska,99501,61.224813,-149.855571,Geocode,PointAddress,0,2,0,73,0,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16681845.8563,8677627.3049
16503,AK421,C. Vernon Humble,Lake Hood Space #713,Anchorage,,Alaska,99515,61.1326805,-149.8638551,Geocode,Postal,0,2,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16682768.038,8656352.4562
16504,AK228,C.A.P.G. - Robert W. Craig,73115 N Fork RD,Anchor Point,,Alaska,99556,59.79587112,-151.6284643,Geocode,StreetName,0,2,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16879203.4356,8354430.3969
16505,AK420,"C.J.M. Construction, Inc.",1949 Ada St (PO Box 967),Fairbanks,,Alaska,99707,64.83054537,-147.7845239,Geocode,StreetAddress,0,1,0,719,55,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16451297.9477,9563877.3104
16506,AK328,Cache Creek Chevron,Mile 114.8 Parks Hwy,Trapper Creek,,Alaska,99683,62.36124943,-150.255081,Geocode,StreetName,0,4,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16726319.106,8945313.5226
16507,AK1326,Cal Worthington Ford,1950 Gambell,Anchorage,,Alaska,99501,61.202889,-149.8702635,Geocode,PointAddress,1,3,0,1190,1,,,No,,,,,Yes,AK2213140_35371,GW,WL,190204010503,Open UST(s),,10,,,-16683481.4179,8672559.0667
16508,AK3454,Callahan Constr,8285 Garnet ST,Juneau,,Alaska,99801,58.399965,-134.553483,Geocode,PointAddress,0,1,0,560,42,,,No,,,,,Yes,AK2110449_47671,GW,WL,190103010606,Closed UST(s),,10,,,-14978425.212,8051811.2237
16509,AK666,Camai Air,Bethel Regional Airport bldg 3594,Aniak,,Alaska,99557,61.559455,-155.1465432,Geocode,Postal,0,2,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-17270834.1874,8755429.356
16510,AK2660,Camai Clinic,School Rd,Naknek,,Alaska,99633,58.73203065,-157.0063798,Geocode,StreetName,0,1,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-17477870.2506,8122692.4663
16511,AK2726,"Cameron Plumbing & Heating, Inc.",1850 Crest ST,Juneau,,Alaska,99801,58.360149,-134.5744125,Geocode,PointAddress,0,1,0,120,2,,,No,,,,,No,,,,,Closed UST(s),,10,,,-14980755.0733,8043357.196
16512,AK968,Camp Denali,Mile 89.3 Denali National Park Rd,Denali National Park,,Alaska,99755,63.53620302,-149.8155689,Geocode,StreetName,0,5,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-16677392.8429,9232953.4852
16513,AK3111,Campbell Elementary,7206 Rovenna,Anchorage,,Alaska,99518,61.154829,-149.901534,Geocode,PointAddress,0,1,0,1538,15,,,No,,,,,Yes,AK2218753_47571,GW,WL,190204010504,Closed UST(s),,10,,,-16686962.434,8661461.2211
16514,AK2530,Camper City Super Service,Mile 1313.5 Al-Can Hwy,Tok,,Alaska,99780,63.3358649,-142.9847977,Geocode,Postal,4,5,0,,,,,,,,,,,,,,,Open UST(s),,10,,,-15916994.8711,9183083.6136
16515,AK3049,Cantwell Food Mart,Mile 210.4 Parks Hwy PO Box 149,Cantwell,,Alaska,99729,63.81215197,-148.9699092,Geocode,StreetName,3,0,0,,,,,,,,,,,,,,,Open UST(s),,10,,,-16583254.4357,9302221.7782
16516,AK3295,Capital Disposal Landfill,5600 Tonsgard CT,Juneau,,Alaska,99801,58.354425,-134.4983625,Geocode,PointAddress,0,1,0,204,8,,,No,,,,,No,,,,,Closed UST(s),,10,,,-14972289.226,8042142.618
16517,AK2073,Capital Elementary School,5th And Main,Juneau,,Alaska,99801,58.302243,-134.4115125,Geocode,StreetInt,0,1,0,1417,40,,,No,,,,,Yes,AK2110342_50045,GW,WL,190103010606,Closed UST(s),,10,,,-14962621.1283,8031079.1657
16518,AK819,"Capital Service, Inc.",810 Glacier Ave,Juneau,,Alaska,99801,58.300677,-134.4209535,Geocode,PointAddress,2,4,0,901,0,,,No,,,,,Yes,AK2110342_29570,GW,WL,190103010606,Open UST(s),,10,,,-14963672.0956,8030747.3999
16519,AK2171,Capitol Transit (bus Barn),2567 Bentwood,Juneau,,Alaska,99801,58.36976941,-134.6087081,Geocode,StreetName,0,2,0,,,,,,,,,,,,,,,Closed UST(s),,10,,,-14984572.842,8045398.9986
16520,AK2823,Captain Cook Travel,743 W 5th AVE,Anchorage,,Alaska,99501,61.21767756,-149.8966369,Geocode,StreetAddress,0,2,0,352,0,,,No,,,,,No,,,,,Closed UST(s),,10,,,-16686417.2913,8675977.3959
16521,AK2881,Capt'n Joe's Gas,630 E Pioneer Dr,Valdez,,Alaska,99686,61.13073525,-146.3467623,Geocode,StreetAddress,0,1,0,243,0,,,No,,,,,Yes,AK2298103_34991,GW,WL,190202011104,Closed UST(s),,10,,,-16291247.0585,8655903.9367
