,X,Y,OBJECTID,TERM_ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,EXSTARS_I,OWNER,OPERATOR,POSREL,COMMODITY,CAPACITY,TRUCK_IN,TRUCK_OUT,PIPE_IN,PIPE_OUT,MARINE_IN,MARINE_OUT,RAIL_IN,RAIL_OUT,ASPHALT,CHEMICALS,PROPANE,BUTANE,REFINED,ETHANOL,BIODIESEL,CRUDE_OIL,JETFUEL,GASOLINE,DISTILLATE,AVGAS
37,-155.588409099,62.9599171460001,87,ANLTK02039,"CROWLEY MARINE SERVICES, INCORPORATED",MELSPELT AVENUE & APPLE STREET,MCGRATH,AK,99627,NOT AVAILABLE,(907) 524-3019,AIRPORT TERMINAL,IN SERVICE,-999,YUKON-KOYUKUK,2290,USA,62.959917146,-155.588409099,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/01/26 00:00:00+00,http://www.crowley.com/,T-91-AK-4543,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 166 FEET,CHEMICALS,38024.0,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
38,-157.011642,58.727466,88,ANLTK02040,BRISTOL ALLIANCE FUELS LLC NAKNEK TERMINAL,MILE 0 PENINSULA HIGHWAY,NAKNEK,AK,99633,NOT AVAILABLE,(907) 246-6174,MARINE TERMINAL,IN SERVICE,-999,BRISTOL BAY,2060,USA,58.727466,-157.011642,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/27 00:00:00+00,NOT AVAILABLE,T-91-AK-4527,NOT AVAILABLE,BRISTOL ALLIANCE FUELS LLC,WITHIN 40 FEET,"REFINED, CHEMICALS",37065.31,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES
39,-149.091295,64.5648620000001,89,ANLTK02041,"CROWLEY MARINE SERVICES, INCORPORATED",410 RIVERFRONT,NENANA,AK,99760,NOT AVAILABLE,(907) 832-5505,MARINE TERMINAL,DISMANTLED,-999,YUKON-KOYUKUK,2290,USA,64.564862,-149.091295,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/28 00:00:00+00,http://www.crowley.com/,NONE,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,43809.0,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
40,-151.365406,60.68343,90,ANLTK02042,ANDEAVOR LOGISTICS LP - KENAI REFINERY STORAGE FACILITY AND TRUCK TERMINAL,54741 TESORO ROAD (MILES 21.5 & 22.5 KENAI SPUR HIGHWAY),NIKISKI,AK,99611,NOT AVAILABLE,(907) 776-8191,REFINERY TERMINAL,IN SERVICE,-999,KENAI PENINSULA,2122,USA,60.68343,-151.365406,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/28 00:00:00+00,NOT AVAILABLE,NONE,ANDEAVOR LOGISTICS LP,ANDEAVOR LOGISTICS LP,WITHIN 40 FEET,"CRUDE, REFINED, CHEMICALS",3748962.0,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO
41,-151.386645793,60.688268839,91,ANLTK02043,TESORO ALASKA COMPANY - KENAI PIPE LINE COMPANY,54741 TESORO ROAD (MILE 22.5 KENAI SPUR HIGHWAY),NIKISKI,AK,99611,NOT AVAILABLE,(907) 776-8191,MARINE TERMINAL - CRUDE,IN SERVICE,-999,KENAI PENINSULA,2122,USA,60.688268839,-151.386645793,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/28 00:00:00+00,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,926923.0,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
42,-151.309482,60.739269,92,ANLTK02044,NIKISKI FUEL LLC,52505 NIKISKI BEACH ROAD,NIKISKI,AK,99611,NOT AVAILABLE,(907) 776-8191,MARINE TERMINAL,IN SERVICE,-999,KENAI PENINSULA,2122,USA,60.739269,-151.309482,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/28 00:00:00+00,NOT AVAILABLE,T-91-AK-4521,NIKISKI FUEL LLC,NIKISKI FUEL LLC,WITHIN 40 FEET,"REFINED, CHEMICALS",40372.0,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
43,-165.436487,64.503408,93,ANLTK02045,BONANZA FUEL INCORPORATED,PORT OF NOME,NOME,AK,99762,NOT AVAILABLE,(907) 387-1200,BULK TERMINAL,IN SERVICE,-999,NOME,2180,USA,64.503408,-165.436487,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/18 00:00:00+00,NOT AVAILABLE,T-91-AK-4531,BONANZA FUEL INC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",143161.0,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO
44,-165.439724,64.5027220000001,94,ANLTK02046,CITY OF NOME,WINTER TRAIL & WK ST.,NOME,AK,99762,NOT AVAILABLE,(907) 443-6663,MARINE TERMINAL,IN SERVICE,-999,NOME,2180,USA,64.502722,-165.439724,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/28 00:00:00+00,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,76000.0,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
45,-165.416994,64.5009880000001,95,ANLTK02047,CROWLEY MARINE SERVICES INCORPORATED,316 WEST 1ST STREET,NOME,AK,99762,NOT AVAILABLE,(907) 443-2219,MARINE TERMINAL,IN SERVICE,-999,NOME,2180,USA,64.500988,-165.416994,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/01/25 00:00:00+00,NOT AVAILABLE,T-91-AK-4547,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",120000.0,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,YES,YES,YES
46,-165.438075,64.502801,96,ANLTK02048,CROWLEY MARINE SERVICES INCORPORATED,221 NORTH AIRPORT DRIVE,NOME,AK,99762,NOT AVAILABLE,(907) 443-6680,MARINE TERMINAL,IN SERVICE,-999,NOME,2180,USA,64.502801,-165.438075,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/18 00:00:00+00,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",152000.0,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,YES,YES,NOT AVAILABLE
47,-147.349072,64.737916,97,ANLTK02049,FLINT HILLS RESOURCES L.P. - NORTH POLE TERMINAL,1150 H AND H LANE,NORTH POLE,AK,99705,NOT AVAILABLE,(907) 488-2741,BULK TERMINAL,IN SERVICE,-999,FAIRBANKS NORTH STAR,2090,USA,64.737916,-147.349072,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/21 00:00:00+00,http://www.fhr.com,T-92-AK-4503,FLINT HILLS RESOURCES LP,FLINT HILLS RESOURCES ALASKA LLC,WITHIN 40 FEET,"REFINED, CHEMICALS",395334.0,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO
48,-147.347781,64.733525,98,ANLTK02050,PETRO STAR INCORPORATED,1200 H AND H LANE,NORTH POLE,AK,99705,NOT AVAILABLE,(907) 488-1288,REFINERY TERMINAL,IN SERVICE,-999,FAIRBANKS NORTH STAR,2090,USA,64.733525,-147.347781,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/21 00:00:00+00,http://www.petrostar.com,T-91-AK-4580,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, ASPHALT",110069.0,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO
49,-132.97191,56.8074120000001,99,ANLTK02051,PETRO MARINE SERVICES,901 SOUTH NORDIC DRIVE,PETERSBURG,AK,99833,NOT AVAILABLE,(907) 772-4251,MARINE TERMINAL,IN SERVICE,-999,PETERSBURG,2195,USA,56.807412,-132.97191,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/18 00:00:00+00,http://www.petromarineservices.com/,T-91-AK-4518,PETRO 49 INC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",25857.0,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES
50,-148.618816,70.2573530000001,100,ANLTK02052,ALYESKA PIPELINE SERVICE COMPANY - STATION NO. 1,SPINE RD.,PRUDHOE BAY,AK,99519,NOT AVAILABLE,(907) 265-8197,BREAKOUT TANKS - CRUDE,IN SERVICE,-999,NORTH SLOPE,2185,USA,70.257353,-148.618816,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/07/01 00:00:00+00,https://www.alyeska-pipe.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 1 MILE,CRUDE,420000.0,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
51,-148.831671,68.8418710000001,101,ANLTK02053,ALYESKA PIPELINE SERVICE COMPANY - STATION NO. 3,NORTH SLOPE HAUL RD.,PRUDHOE BAY,AK,99519,NOT AVAILABLE,(907) 456-9717,BREAKOUT TANKS - CRUDE,IN SERVICE,-999,NORTH SLOPE,2185,USA,68.841871,-148.831671,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/07/01 00:00:00+00,http://www.alyeska-pipe.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 1 MILE,CRUDE,81203.0,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
52,-148.350037,70.2544090000001,102,ANLTK02054,BP EXPLORATION ALASKA - REFINERY,SPINE RD.,PRUDHOE BAY,AK,99510,NOT AVAILABLE,(907) 659-2821,REFINERY TERMINAL,IN SERVICE,-999,NORTH SLOPE,2185,USA,70.254409,-148.350037,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/07/02 00:00:00+00,NOT AVAILABLE,NONE,NOT AVAILABLE,BP EXPLORATION ALASKA,WITHIN 40 FEET,"CRUDE, REFINED",38350.0,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO
53,-163.188225,62.04873,103,ANLTK02056,CROWLEY FUELS LLC - ST. MARY'S BULK FUEL STORAGE FACILITY,AIRPORT ROAD - PO BOX 174,SAINT MARYS,AK,99658,NOT AVAILABLE,(907) 438-2554,BULK TERMINAL,IN SERVICE,-999,KUSILVAK,2158,USA,62.04873,-163.188225,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/19 00:00:00+00,http://www.crowley.com/,T-91-AK-4534,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",12079.0,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES
54,-162.007373,63.484225,104,ANLTK02057,"CROWLEY MARINE SERVICES, INCORPORATED",1 MILE EAST OF TOWN ON A GRAVEL ROAD AT THE END OF A SPIT,SAINT MICHAEL,AK,99659,NOT AVAILABLE,(907) 923-3271,BULK TERMINAL,NOT IN USE,-999,NOME,2180,USA,63.484225,-162.007373,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/07/01 00:00:00+00,http://www.crowley.com/,T-91-AK-4539,NOT AVAILABLE,NOT AVAILABLE,WITHIN 1 MILE,CHEMICALS,70714.0,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
55,-151.716246,59.440258,105,ANLTK02058,SELDOVIA FUEL & LUBE,319 MAIN STREET,SELDOVIA,AK,99663,NOT AVAILABLE,(907) 234-7622,MARINE TERMINAL,IN SERVICE,-999,KENAI PENINSULA,2122,USA,59.440258,-151.716246,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/19 00:00:00+00,NOT AVAILABLE,T-91-AK-4545,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,40000.0,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
56,-135.348926,57.0554440000001,106,ANLTK02059,PETRO MARINE SERVICES NO. 2 (NORTH PLANT),613 KAITLIAN STREET,SITKA,AK,99835,NOT AVAILABLE,(907) 747-8460,MARINE TERMINAL,IN SERVICE,-999,SITKA,2220,USA,57.055444,-135.348926,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/18 00:00:00+00,http://www.petromarineservices.com/,NONE,PETRO 49 INC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,20316.0,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO
57,-135.340068,57.048614,107,ANLTK02060,PETRO MARINE SERVICES NO. 1 (SOUTH PLANT),1 LINCOLN STREET,SITKA,AK,99835,NOT AVAILABLE,(907) 747-3414,MARINE TERMINAL,IN SERVICE,-999,SITKA,2220,USA,57.048614,-135.340068,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/18 00:00:00+00,http://www.petromarineservices.com/,T-91-AK-4519,PETRO 49 INC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",20768.0,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES
58,-135.326741,59.4529640000001,108,ANLTK02061,PETRO MARINE SERVICES,10 BEACH ROAD,SKAGWAY,AK,99840,NOT AVAILABLE,(907) 983-2259,MARINE TERMINAL,IN SERVICE,-999,SKAGWAY,2230,USA,59.452964,-135.326741,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/19 00:00:00+00,http://www.petromarineservices.com/,T-91-AK-4574,PETRO 49 INC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",115000.0,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO
59,-169.671151,56.5724014350001,109,ANLTK02062,DELTA WESTERN,HARBOR VIEW DR. & MALAVANIAKY DR.,ST. GEORGE,AK,99591,NOT AVAILABLE,(907) 859-2456,MARINE TERMINAL,IN SERVICE,-999,ALEUTIANS WEST,2016,USA,56.572401435,-169.671151,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/19 00:00:00+00,http://www.deltawestern.com/,T-91-AK-4533,ST GEORGE DELTA FUEL CO,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",100000.0,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO
60,-170.283283,57.123117,110,ANLTK02063,ST. PAUL FUEL LLC BULK FUEL FACILITY - MAIN TANK FARM,300 HARBOR BOULEVARD,ST. PAUL ISLAND,AK,99660,NOT AVAILABLE,(907) 546-3145,MARINE TERMINAL,IN SERVICE,-999,ALEUTIANS WEST,2016,USA,57.123117,-170.283283,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/09/28 00:00:00+00,NOT AVAILABLE,NONE,ST PAUL DELTA FUEL CO,NOT AVAILABLE,WITHIN 40 FEET,REFINED,23809.52,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
61,-166.578366,53.846057,111,ANLTK02065,"OFFSHORE SYSTEMS, INCORPORATED (ALEUTIAN FUEL SERVICES)",MILE 4 CAPTAINS BAY RD.,UNALASKA,AK,99685,NOT AVAILABLE,(907) 581-1827,MARINE TERMINAL,IN SERVICE,-999,ALEUTIANS WEST,2016,USA,53.846057,-166.578366,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/09/27 00:00:00+00,http://www.offshoresystemsinc.com/,T-91-AK-4522,PETROLEUM STAR INC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",114070.0,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
62,-166.551321,53.858077,112,ANLTK02066,PETRO STAR INCORPORATED - NORTH PACIFIC FUEL WESTWARD SEAFOODS TERMINAL,1200 CAPTAINS BAY ROAD,UNALASKA,AK,99685,NOT AVAILABLE,(907) 581-1350,MARINE TERMINAL,IN SERVICE,-999,ALEUTIANS WEST,2016,USA,53.858077,-166.551321,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/09/27 00:00:00+00,NOT AVAILABLE,T-91-AK-4509,PETROLEUM STAR INC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,24378.0,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
63,-166.569284,53.851502,113,ANLTK02067,PETRO STAR INCORPORATED - NORTH PACIFIC FUEL CAPTAINS BAY TANK FARM,2158 CAPTAINS BAY RD.,UNALASKA,AK,99685,NOT AVAILABLE,(907) 581-1350,MARINE TERMINAL,IN SERVICE,-999,ALEUTIANS WEST,2016,USA,53.851502,-166.569284,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/09/27 00:00:00+00,NOT AVAILABLE,T-91-AK-4508,PETROLEUM STAR INC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,60000.0,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
64,-166.508531,53.9127260000001,114,ANLTK02068,PETRO STAR INCORPORATED - NORTH PACIFIC FUEL RESOFF TANK FARM,1787 BALLYHOO ROAD,UNALASKA,AK,99685,NOT AVAILABLE,(907) 581-1350,MARINE TERMINAL,IN SERVICE,-999,ALEUTIANS WEST,2016,USA,53.912726,-166.508531,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/09/27 00:00:00+00,NOT AVAILABLE,T-91-AK-4511,PETROLEUM STAR INC,NORTH PACIFIC FUEL,WITHIN 40 FEET,"REFINED, CHEMICALS",63359.0,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NOT AVAILABLE
65,-146.380966,61.083173,115,ANLTK02069,ALYESKA PIPELINE SERVICE COMPANY,300 DAYVILLE RD.,VALDEZ,AK,99686,NOT AVAILABLE,(907) 834-6620,MARINE TERMINAL - CRUDE,IN SERVICE,-999,VALDEZ-CORDOVA,2261,USA,61.083173,-146.380966,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/07/03 00:00:00+00,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED",9978463.43,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,YES,NO
66,-146.363821,61.129042,116,ANLTK02070,PETRO STAR INCORPORATED,402 WEST EGAN,VALDEZ,AK,99686,NOT AVAILABLE,(907) 835-8850,MARINE TERMINAL,IN SERVICE,-999,VALDEZ-CORDOVA,2261,USA,61.129042,-146.363821,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/18 00:00:00+00,http://www.petrostar.com,T-91-AK-4507,PETROLEUM STAR INC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,275000.0,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO
67,-132.384131,56.4639240000001,117,ANLTK02071,"DELTA WESTERN, INCORPORATED - SITE 6",1417 PENINSULA STREET,WRANGELL,AK,99929,NOT AVAILABLE,(907) 874-2388,MARINE TERMINAL,NOT IN USE,-999,WRANGELL,2275,USA,56.463924,-132.384131,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/09/05 00:00:00+00,http://www.deltawestern.com/,T-91-AK-4529,DELTA WESTERN INC,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,10700.0,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE
68,-132.38429,56.464205,118,ANLTK02072,PETRO 49 INC - WRANGELL,1427 PENINSULA ST.,WRANGELL,AK,99929,NOT AVAILABLE,(907) 874-3276,MARINE TERMINAL,IN SERVICE,-999,WRANGELL,2275,USA,56.464205,-132.38429,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/07/01 00:00:00+00,http://www.petromarineservices.com/,T-91-AK-4583,PETRO 49 INC,PETRO MARINE SERVICES,WITHIN 40 FEET,REFINED,5950.0,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NOT AVAILABLE,NOT AVAILABLE,NO,YES,NO,NO,YES
69,-149.433533946,60.122352289,119,ANLTK02073,SHORESIDE PETROLEUM INCORPORATED - SEWARD TERMINAL,700 PORT AVE,SEWARD,AK,99664,NOT AVAILABLE,(907) 224-8040,MARINE TERMINAL,IN SERVICE,-999,KENAI PENINSULA,2122,USA,60.122352289,-149.433533946,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/06/27 00:00:00+00,http://www.shoresidepetroleum.com,T-92-AK-4581,NOT AVAILABLE,SHORESIDE PETROLEUM INCORPORATED,WITHIN 40 FEET,REFINED,3530.19,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,YES,NO
70,-162.715812845,55.201454078,120,ANLTK02074,FROSTY FUELS COLD BAY,1 REEVE AVE,COLD BAY,AK,99571,NOT AVAILABLE,(907) 532-2467,BULK TERMINAL,IN SERVICE,-999,ALEUTIANS EAST,2013,USA,55.201454078,-162.715812845,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2018/08/21 00:00:00+00,NOT AVAILABLE,T-91-AK-4578,"ALEUT ENTERPRISE, LLC",FROSTY FUELS LLC,WITHIN 40 FEET,REFINED,12750.0,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES
71,-139.733009,59.5448190000001,123,ANLTK02077,DELTA WESTERN INCORPORATED - YAKUTAT BULK PLANT,742 OCEAN CAPE ROAD,YAKUTAT,AK,99689,NOT AVAILABLE,(907) 784-3311,BULK TERMINAL,IN SERVICE,-999,YAKUTAT,2282,USA,59.544819,-139.733009,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,2015/07/27 00:00:00+00,OTHER,2019/07/02 00:00:00+00,http://www.deltawestern.com/,NONE,DELTA WESTERN INCORPORATED,NOT AVAILABLE,WITHIN 40 FEET,REFINED,24645.0,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES
72,-134.488824,58.36224,124,ANLTK02078,JUNEAU AIRPORT FUELING FACILITY,2085 ALEX HOLDEN WAY,JUNEAU,AK,99801,NOT AVAILABLE,NOT AVAILABLE,AIRPORT,IN SERVICE,-999,JUNEAU,2111,USA,58.36224,-134.488824,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,2017/10/20 00:00:00+00,OTHER,2017/10/20 00:00:00+00,http://www.juneau.org/,NONE,CITY AND BOROUGH OF JUNEAU,NOT AVAILABLE,WITHIN 40 FEET,REFINED,4119.0,YES,NO,NOT AVAILABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES
